NAME,geometry,Cumulative_2020-2023_NDM,2020-2023_NDM_as_%_of_2020_Population,2020-2023_NDM_as_%_of_2020_Population_Percentile
"Iron County, WI","POLYGON ((-90.552222 46.24127, -90.5497114050406 46.5839012413189, -90.505909 46.589614, -90.418136 46.566094, -90.39332 46.532615, -90.327874 46.551678, -90.310859 46.539365, -90.316983 46.517319, -90.277131 46.524487, -90.272976 46.505139, -90.216594 46.501759, -90.118827 46.359241, -90.121248 46.337217, -89.9291576329505 46.2997498928327, -89.928837 45.981967, -90.302063 45.981349, -90.303072 46.154849, -90.426274 46.154061, -90.425978 46.24045, -90.552222 46.24127))",333.0,5.4314141249388355,87.95
"Anderson County, SC","POLYGON ((-82.986568 34.484685, -82.787568 34.672734, -82.485093 34.819357, -82.452081 34.776427, -82.467709 34.66705, -82.419637 34.557133, -82.313871 34.484335, -82.7420185021942 34.2117486731798, -82.746656 34.266407, -82.781812 34.297917, -82.794701 34.34058, -82.834806 34.366302, -82.858837 34.45522, -82.901551 34.486764, -82.986568 34.484685))",11054.0,5.42596846714182,87.91
"Aitkin County, MN","POLYGON ((-93.810796 46.253265, -93.811464 46.584238, -93.777905 46.589671, -93.775257 47.030418, -93.056761 47.026406, -93.053984 46.158256, -93.431835 46.153881, -93.430648 46.246412, -93.796281 46.243199, -93.810796 46.253265))",851.0,5.418311473322297,87.88
"Anderson County, TN","POLYGON ((-84.449881 36.151046, -84.402033 36.176078, -84.372731 36.216778, -84.33073 36.208078, -84.299929 36.220878, -84.241325 36.177578, -84.229225 36.183878, -84.227527 36.244879, -84.073718 36.227878, -84.07492 36.250078, -84.057619 36.249078, -84.033719 36.301779, -83.941711 36.186378, -84.093004 36.073519, -84.058585 36.036304, -84.076618 36.02, -84.147212 35.987327, -84.192287 35.995488, -84.215759 35.97331, -84.215902 35.946382, -84.24536 35.953134, -84.237583 35.929646, -84.271546 35.942228, -84.252593 35.91818, -84.271587 35.910165, -84.341812 36.048977, -84.37903 36.095377, -84.420432 36.108377, -84.449881 36.151046))",4157.0,5.388414325897313,87.85
"White County, GA","POLYGON ((-83.877276 34.629597, -83.872507 34.683092, -83.856506 34.722191, -83.829401 34.730897, -83.819403 34.782592, -83.684711 34.801495, -83.628295 34.763394, -83.640598 34.679913, -83.665003 34.653284, -83.638243 34.62238, -83.645706 34.604998, -83.616707 34.542515, -83.666415 34.503602, -83.843405 34.505494, -83.832831 34.532307, -83.864449 34.550593, -83.864456 34.615581, -83.877276 34.629597))",1504.0,5.3720041433010675,87.82
"Robertson County, TN","POLYGON ((-87.150233 36.567702, -87.132522 36.56372, -87.12099 36.613544, -87.131292 36.621995, -87.114976 36.642414, -86.589906 36.652486, -86.5639157484191 36.6335518059594, -86.633984 36.536363, -86.645895 36.480952, -86.693251 36.425663, -86.690759 36.409742, -86.748341 36.418508, -86.791034 36.37676, -86.787357 36.35964, -86.825915 36.349635, -86.852919 36.380135, -86.876116 36.371892, -86.898938 36.389979, -86.984496 36.365097, -87.005364 36.392392, -87.120443 36.45546, -87.117722 36.549641, -87.150233 36.567702))",3902.0,5.359522010850903,87.79
"Florence County, WI","POLYGON ((-88.6833118560336 46.0141382805013, -88.670827 45.988547, -88.6375 45.98496, -88.614176 45.988775, -88.60144 46.017599, -88.589 46.005077, -88.509516 46.019169, -88.492495 45.992157, -88.458658 45.999391, -88.416914 45.975323, -88.380183 45.991654, -88.326953 45.955071, -88.246346 45.963389, -88.239941 45.949362, -88.191991 45.95274, -88.102908 45.921869, -88.101814 45.883504, -88.069885 45.872717, -88.13611 45.819029, -88.094047 45.785658, -88.058256002738 45.7807197202238, -88.059301 45.713065, -88.675821 45.7229, -88.6833118560336 46.0141382805013))",244.0,5.350877192982456,87.75
"Douglas County, CO","POLYGON ((-105.327393 39.130873, -105.282929 39.199953, -105.259735 39.210905, -105.253567 39.243156, -105.217833 39.260115, -105.166574 39.361754, -105.170963 39.407825, -105.123471 39.434313, -105.134993 39.470785, -105.086751 39.493423, -105.057252 39.562306, -104.66016 39.565909, -104.662483 39.129529, -105.327393 39.130873))",19150.0,5.349191894926787,87.72
"Big Horn County, WY","POLYGON ((-108.621839 44.996133, -107.890435 44.991865, -107.881863 44.933425, -107.849518 44.905672, -107.865018 44.873639, -107.816278 44.817522, -107.832455 44.790537, -107.754388 44.770591, -107.743467 44.715423, -107.68283 44.706112, -107.669708 44.679578, -107.615891 44.701297, -107.549172 44.678793, -107.519733 44.660686, -107.53506 44.648468, -107.528157 44.634782, -107.494862 44.642029, -107.469641 44.612286, -107.383472 44.595354, -107.371447 44.556944, -107.330284 44.543806, -107.327054 44.522119, -107.294159 44.500707, -107.30058 44.459081, -107.241948 44.438462, -107.202038 44.446305, -107.199461 44.399304, -107.178935 44.403282, -107.161404 44.368635, -107.188982 44.348172, -107.145001 44.324004, -107.146808 44.165666, -108.573797 44.168468, -108.592296 44.871444, -108.620462 44.871481, -108.621839 44.996133))",616.0,5.345830078972489,87.69
"Rabun County, GA","POLYGON ((-83.661672 34.848157, -83.645223 34.891402, -83.593792 34.917937, -83.60159 34.938342, -83.546883 34.946492, -83.549381 34.992492, -83.11315 35.001244, -83.098381 34.991123, -83.12211 34.964329, -83.114021 34.950912, -83.127035 34.953778, -83.112801 34.934723, -83.156235 34.930984, -83.157208 34.914934, -83.169087 34.918777, -83.206253 34.879677, -83.243126 34.877392, -83.234703 34.870743, -83.250163 34.844597, -83.266306 34.849044, -83.271797 34.818043, -83.303131 34.818745, -83.301182 34.804008, -83.323866 34.789712, -83.318939 34.758331, -83.349075 34.736633, -83.352323003113 34.7161716266489, -83.431221 34.747345, -83.47893 34.72394, -83.535477 34.739895, -83.586897 34.819991, -83.652194 34.822993, -83.661672 34.848157))",902.0,5.344235098945373,87.66
"Carteret County, NC","MULTIPOLYGON (((-76.330138 34.847942, -76.151783 34.986784, -76.075916 35.069929, -76.037792 35.061914, -76.330138 34.847942)), ((-76.544002 34.701246, -76.538298 34.711993, -76.519521 34.707108, -76.544002 34.701246)), ((-76.553628 34.623165, -76.532237 34.61049, -76.502004 34.674706, -76.441539 34.733794, -76.438116 34.761292, -76.413587 34.765119, -76.402559 34.791357, -76.33753 34.838813, -76.488124 34.671031, -76.53547 34.591552, -76.553628 34.623165)), ((-76.586309 34.713947, -76.56064 34.710039, -76.525701 34.685222, -76.581556 34.699097, -76.586309 34.713947)), ((-76.665486 34.689743, -76.58928 34.67197, -76.530241 34.643582, -76.528815 34.631536, -76.665486 34.689743)), ((-77.0985139877001 34.6468882984145, -77.014632 34.676035, -76.822206 34.704724, -76.766684 34.699957, -76.742061 34.712384, -76.702606 34.6998, -76.698898 34.712305, -76.675701 34.695658, -76.847394 34.690811, -77.0985139877001 34.6468882984145)), ((-77.16642 34.791435, -77.092409 34.798981, -77.084952 34.811148, -76.954438 34.809066, -76.954773 34.824508, -76.883052 34.844896, -76.758008 34.846285, -76.693018 34.86918, -76.652571 34.937595, -76.6769 34.968813, -76.631052 34.98871, -76.578525 34.976246, -76.579713 34.990073, -76.543586 35.00195, -76.51157 35.005075, -76.484166 34.988125, -76.497476 35.00818, -76.485813 35.0406, -76.464676 35.046716, -76.477511 35.058391, -76.47038 35.075704, -76.435763 35.057941, -76.422607 35.026672, -76.440433 35.014604, -76.425462 35.001464, -76.422845 34.95073, -76.403117 34.963392, -76.398364 34.94547, -76.38743 34.95112, -76.381488 34.979168, -76.319454 34.965924, -76.364138 35.036597, -76.243872 34.996888, -76.262411 34.975273, -76.28808 34.996304, -76.305668 34.991436, -76.27786 34.960665, -76.279524 34.941378, -76.297604 34.923658, -76.340845 34.93339, -76.336804 34.909809, -76.314087 34.906322, -76.382201 34.856971, -76.402404 34.886611, -76.412149 34.832198, -76.449465 34.814833, -76.485354 34.754905, -76.514114 34.754319, -76.498427 34.732054, -76.515777 34.719552, -76.575673 34.721701, -76.585893 34.756662, -76.575673 34.768378, -76.604432 34.789852, -76.617267 34.7879, -76.619365 34.704193, -76.768455 34.724399, -76.89976 34.726876, -77.092719 34.672948, -77.113 34.68143, -77.105994 34.710106, -77.125646 34.756707, -77.157773 34.765949, -77.16642 34.791435)))",3613.0,5.337962620964763,87.63
"Grady County, OK","POLYGON ((-98.096014 35.377753, -98.019312 35.378433, -98.010836 35.360769, -97.960124 35.34594, -97.943064 35.377328, -97.901203 35.344323, -97.865604 35.36234, -97.841333 35.33453, -97.769273 35.34565, -97.737305 35.323762, -97.671414 35.335946, -97.668512 34.68134, -98.089097 34.681163, -98.096014 35.377753))",2921.0,5.330000182471763,87.6
"Park County, MT","POLYGON ((-111.045066048714 45.0009308540398, -111.038169 45.351391, -110.917899 45.351273, -110.919222 45.524861, -110.858252 45.524879, -110.857382 45.59065, -110.794774 45.590682, -110.783833 46.192699, -110.281916 46.184397, -110.292662 45.785057, -110.220908 45.784973, -110.228052 45.172129, -109.798666 45.172128, -109.798485808248 45.0022542953343, -111.045066048714 45.0009308540398))",914.0,5.317044793484584,87.56
"Dallas County, MO","POLYGON ((-93.19138 37.730012, -93.182648 37.904232, -92.855384 37.895736, -92.853481 37.48397, -93.071584 37.487444, -93.07338 37.414989, -93.182489 37.417204, -93.173183 37.72966, -93.19138 37.730012))",907.0,5.314660728934724,87.53
"Columbia County, WA","POLYGON ((-118.242533 46.556783, -118.228013 46.560413, -118.228635 46.593362, -118.172552 46.556947, -118.118448 46.556783, -118.035156 46.58516, -117.887623 46.586321, -117.874046 46.615572, -117.85185 46.62467, -117.863347 46.470667, -117.737303 46.471454, -117.737422 46.441995, -117.716629 46.441796, -117.71645 46.397608, -117.673946 46.383284, -117.674946 46.337651, -117.611903 46.338478, -117.60342451872 45.9988892323573, -117.99694971271 46.0007868487855, -117.991481 46.207702, -118.116624 46.20805, -118.116117 46.295455, -118.241852 46.295064, -118.242533 46.556783))",210.0,5.313765182186235,87.5
"Saunders County, NE","POLYGON ((-96.908507 41.046091, -96.905862 41.453389, -96.815203 41.439585, -96.746472 41.449576, -96.693743 41.425738, -96.559144 41.429881, -96.421852 41.364478, -96.407608 41.314614, -96.350598 41.265192, -96.365558 41.234136, -96.32165 41.176743, -96.310983 41.115338, -96.339805 41.082502, -96.319191 41.044998, -96.349027 41.04495, -96.34947 41.01532, -96.369507 41.014991, -96.463861 41.016069, -96.463869 41.045083, -96.908507 41.046091))",1181.0,5.3004802297922,87.47
"James City County, VA","POLYGON ((-76.914226 37.356791, -76.892164 37.383381, -76.892062 37.432418, -76.82413 37.450728, -76.770279 37.434992, -76.741984 37.467076, -76.658651 37.380139, -76.679967 37.366886, -76.743161 37.370235, -76.755511 37.35422, -76.727859 37.305927, -76.740546 37.305789, -76.724899 37.28076, -76.742204 37.276201, -76.738554 37.261318, -76.673143 37.247657, -76.68029 37.265732, -76.669266 37.26603, -76.651277 37.239154, -76.601254 37.237567, -76.577975 37.187073, -76.611112 37.169855, -76.629868 37.206738, -76.659842 37.223205, -76.758242 37.215539, -76.734995 37.203161, -76.75047 37.190098, -76.798885 37.234749, -76.869522 37.242157, -76.883076 37.275924, -76.873507 37.363415, -76.914226 37.356791))",4141.0,5.2918098986620326,87.44
"Hall County, GA","POLYGON ((-84.062246 34.168446, -84.048714 34.191223, -83.989914 34.195133, -83.949821 34.239837, -83.953339 34.269005, -83.926239 34.281768, -83.984332 34.382959, -83.975146 34.432722, -83.920685 34.451126, -83.931886 34.469345, -83.887627 34.459936, -83.843405 34.505494, -83.788604 34.514096, -83.666415 34.503602, -83.615218 34.431712, -83.655563 34.399746, -83.669243 34.365582, -83.619918 34.29538, -83.819118 34.126541, -83.867656 34.098506, -84.062246 34.168446))",10723.0,5.285155922696648,87.4
"St. Clair County, AL","POLYGON ((-86.577528 33.801977, -86.430215 33.819508, -86.342694 33.88647, -86.346233 33.915573, -86.290011 33.983719, -86.274422 33.988628, -86.251387 33.965708, -86.198781 33.988841, -86.168141 33.965181, -86.166708 33.9282, -86.142717 33.899391, -86.110552 33.903428, -86.100345 33.86315, -86.056979 33.85778, -86.064364 33.797775, -86.043993 33.763595, -86.121104 33.711198, -86.137396 33.715351, -86.151675 33.67293, -86.180603 33.699006, -86.203261 33.69183, -86.164613 33.634297, -86.172098 33.61631, -86.200121 33.611569, -86.186654 33.591633, -86.220321 33.589693, -86.190495 33.543729, -86.225706 33.521662, -86.235328 33.494532, -86.260107 33.490128, -86.264527 33.513581, -86.280896 33.5108, -86.3041 33.458236, -86.378665 33.390983, -86.378222 33.502411, -86.481939 33.502544, -86.481549 33.546073, -86.551992 33.561023, -86.551345 33.61997, -86.525124 33.648708, -86.525073 33.721236, -86.542642 33.735636, -86.542758 33.765173, -86.577799 33.765316, -86.577528 33.801977))",4827.0,5.277255433594263,87.37
"Presque Isle County, MI","POLYGON ((-84.25202 45.625998, -84.196344 45.621296, -84.128846 45.561891, -84.120005 45.517676, -84.089758 45.494433, -83.93609 45.492353, -83.786856 45.41015, -83.716132 45.414455, -83.598976 45.351979, -83.538166 45.358055, -83.494514 45.339366, -83.489928 45.358467, -83.477252 45.34512, -83.485695 45.330028, -83.463546 45.330538, -83.381632 45.269772, -83.39179 45.252587, -83.418793 45.253246, -83.388467 45.207108, -84.246634 45.198727, -84.25202 45.625998))",685.0,5.274099168463197,87.34
"Randolph County, AL","POLYGON ((-85.653654 33.106634, -85.643482 33.495885, -85.347744 33.501378, -85.304439 33.482884, -85.232378 33.108077, -85.653654 33.106634))",1154.0,5.25476981922499,87.31
"Brazoria County, TX","POLYGON ((-95.874028 29.229702, -95.79782 29.307971, -95.784013 29.296249, -95.752866 29.324503, -95.626535 29.293146, -95.625777 29.312981, -95.5792 29.34062, -95.572341 29.383826, -95.547577 29.395197, -95.550622 29.438306, -95.462602 29.439238, -95.424286 29.580312, -95.288028 29.598331, -95.261606 29.593157, -95.253952 29.553943, -95.214799 29.557136, -95.233081 29.465566, -95.0570940118151 29.2005219238839, -95.109428 29.174848, -95.115756 29.199528, -95.156967 29.195046, -95.167068 29.113057, -95.123837 29.07064, -95.383683 28.87, -95.5072492559511 28.8255658801125, -95.504977 28.837902, -95.573671 28.832767, -95.57924 28.859613, -95.64167 28.903749, -95.645822 28.938888, -95.67513 28.964244, -95.767981 28.969636, -95.7855 29.03915, -95.765049 29.060458, -95.841894 29.099093, -95.850492 29.156923, -95.838371 29.176564, -95.857805 29.193315, -95.844667 29.204676, -95.874028 29.229702))",19486.0,5.237679250608142,87.28
"Coke County, TX","POLYGON ((-100.82537 31.696155, -100.821594 32.08661, -100.235137 32.082372, -100.235761 31.69297, -100.82537 31.696155))",172.0,5.235920852359208,87.25
"Wayne County, UT","POLYGON ((-111.848761 38.424933, -111.756302 38.510147, -110.025285 38.499982, -110.002167 38.48205, -110.010662 38.449741, -110.035497 38.459961, -110.044318 38.449011, -110.027026 38.447702, -110.003217 38.413617, -110.032662 38.385985, -110.010249 38.377605, -110.013072 38.364067, -109.976682 38.388993, -109.983714 38.352037, -109.963664 38.339596, -109.940795 38.353023, -109.963349 38.319492, -109.928896 38.281661, -109.934606 38.261755, -109.904978 38.267565, -109.918257 38.242771, -109.888554 38.228781, -109.920466 38.220882, -109.887739 38.207649, -109.903942 38.18998, -109.885106 38.18818, -109.927974 38.151751, -111.843215 38.151233, -111.848761 38.424933))",130.0,5.23138832997988,87.21
"Jones County, NC","POLYGON ((-77.731026 35.008138, -77.601282 35.071368, -77.507463 35.172814, -77.527182 35.243001, -77.452337 35.218993, -77.187679 35.081086, -77.180592 35.05522, -77.113574 35.07257, -77.098899 35.026715, -77.108851 34.83078, -77.047249 34.836416, -77.090457 34.799481, -77.161733 34.794845, -77.172104 34.780385, -77.196257 34.810991, -77.181253 34.836211, -77.201964 34.834778, -77.222444 34.887127, -77.267647 34.92579, -77.331554 34.93915, -77.363314 34.92554, -77.366768 34.90865, -77.502792 34.969637, -77.638967 34.98446, -77.674805 34.9739, -77.731026 35.008138))",479.0,5.221277523435797,87.18
"Lumpkin County, GA","POLYGON ((-84.19104 34.539181, -84.188557 34.602692, -84.137054 34.66098, -84.036276 34.642087, -84.023857 34.670853, -83.994412 34.67879, -83.984581 34.714245, -83.947243 34.738125, -83.856506 34.722191, -83.877013 34.627289, -83.864456 34.615581, -83.864449 34.550593, -83.832865 34.523524, -83.887627 34.459936, -83.931886 34.469345, -83.920685 34.451126, -83.980649 34.418389, -84.106675 34.465852, -84.19104 34.539181))",1748.0,5.21978021978022,87.15
"Navarro County, TX","POLYGON ((-96.896209 32.073977, -96.38291 32.328929, -96.29868 32.301156, -96.28507 32.254592, -96.235083 32.250896, -96.193685 32.204221, -96.146799 32.211937, -96.17584 32.168241, -96.104429 32.152656, -96.117827 32.094977, -96.105364 32.075337, -96.06601 32.085812, -96.066462 32.037757, -96.050758 32.01678, -96.496713 31.796191, -96.719114 31.814887, -96.896209 32.073977))",2744.0,5.2144499553427215,87.12
"Shackelford County, TX","POLYGON ((-99.612026 32.514654, -99.612001 32.956962, -99.096016 32.957037, -99.09605 32.514768, -99.612026 32.514654))",162.0,5.214032829095591,87.09
"Skamania County, WA","POLYGON ((-122.248911947664 45.5477731000169, -122.24099 46.385864, -121.522324 46.388627, -121.522321 46.044006, -121.612232 46.044093, -121.612558 45.898865, -121.609246 45.782519, -121.51438 45.782114, -121.538083 45.770929, -121.523685853632 45.7249021020319, -121.707358 45.694809, -121.811304 45.706761, -121.867167 45.693277, -121.908267 45.654399, -121.983038 45.622812, -122.101675 45.583516, -122.183695 45.577696, -122.248911947664 45.5477731000169))",627.0,5.210670655696833,87.05
"Cherokee County, AL","POLYGON ((-85.843836 34.24345, -85.808417 34.239377, -85.809045 34.258921, -85.774165 34.259094, -85.664154 34.361937, -85.629183 34.37239, -85.626517 34.39776, -85.615507 34.393874, -85.57949 34.44019, -85.576787 34.484437, -85.513709 34.52417, -85.398837 33.964129, -85.530094 33.941423, -85.529432 33.95598, -85.738975 33.96846, -85.737137 33.989203, -85.797071 34.100179, -85.790769 34.12463, -85.841365 34.110695, -85.843836 34.24345))",1301.0,5.209626396508229,87.02
"San Juan County, WA","MULTIPOLYGON (((-122.766567 48.707801, -122.759597 48.695669, -122.760764 48.694282, -122.764344 48.695658, -122.766567 48.707801)), ((-122.774811 48.696424, -122.775931 48.702619, -122.774511 48.703022, -122.774811 48.696424)), ((-122.815406 48.589938, -122.814835 48.600028, -122.804573 48.597782, -122.815406 48.589938)), ((-122.831083 48.572526, -122.81088 48.588879, -122.76902 48.55928, -122.807686 48.531322, -122.831083 48.572526)), ((-122.834351 48.743516, -122.840666 48.749522, -122.828128 48.745278, -122.834351 48.743516)), ((-122.918449 48.766968, -122.898695 48.76992, -122.889414 48.767295, -122.912271 48.762356, -122.883391 48.752118, -122.912161 48.750582, -122.918449 48.766968)), ((-122.944337 48.457907, -122.931978 48.517453, -122.916053 48.522963, -122.920296 48.550663, -122.884679 48.573155, -122.883016 48.555224, -122.864975 48.561371, -122.873746 48.544682, -122.841774 48.539955, -122.873271 48.505959, -122.8507 48.481659, -122.849265 48.447187, -122.826686 48.460744, -122.837013 48.516758, -122.792962 48.525372, -122.769405 48.5121, -122.816197 48.487785, -122.818605 48.457434, -122.800133 48.447159, -122.812622 48.420982, -122.839045 48.431735, -122.895309 48.420982, -122.877074 48.428738, -122.888771 48.437046, -122.8621 48.439619, -122.926247 48.437046, -122.917479 48.456015, -122.944337 48.457907)), ((-122.970363 48.786363, -122.944623 48.786731, -122.941597 48.784175, -122.948013 48.781059, -122.970363 48.786363)), ((-123.017432 48.590141, -122.966576 48.594673, -122.937801 48.57457, -122.922114 48.587149, -122.902802 48.578502, -122.948259 48.546885, -122.987038 48.557079, -122.972502 48.558684, -123.017432 48.590141)), ((-123.015554 48.602809, -123.017182 48.606287, -123.015053 48.606825, -123.015554 48.602809)), ((-123.025006 48.594074, -123.019185 48.597428, -123.018371 48.59482, -123.025006 48.594074)), ((-123.030342 48.62989, -122.948803 48.69371, -122.95182 48.712219, -122.877579 48.712696, -122.741478 48.660347, -122.808804 48.619916, -122.799943 48.601812, -122.829784 48.601202, -122.831025 48.619811, -122.881708 48.653453, -122.885036 48.690024, -122.918073 48.689553, -122.909755 48.653924, -122.861877 48.612282, -122.884155 48.588721, -122.947546 48.59721, -122.953012 48.625339, -122.983911 48.642147, -122.992943 48.634608, -122.971228 48.603816, -123.003876 48.592966, -122.99318 48.60947, -123.003163 48.62094, -123.027963 48.610849, -123.030342 48.62989)), ((-123.033332 48.590803, -123.032143 48.593164, -123.028637 48.592956, -123.033332 48.590803)), ((-123.038416 48.731574, -123.032104 48.733098, -123.031804 48.732124, -123.038416 48.731574)), ((-123.050439 48.611927, -123.042471 48.618693, -123.038623 48.610489, -123.050439 48.611927)), ((-123.067931 48.7003, -123.009787 48.722291, -123.004708 48.69779, -123.042337 48.675663, -123.03636 48.69008, -123.067931 48.7003)), ((-123.086878 48.645237, -123.078388 48.649606, -123.076962 48.647722, -123.086878 48.645237)), ((-123.131391 48.648507, -123.128043 48.650745, -123.123548 48.647722, -123.131391 48.648507)), ((-123.151831 48.63877, -123.14993 48.64144, -123.147316 48.638456, -123.151831 48.63877)), ((-123.163582 48.649189, -123.127831 48.643688, -123.105148 48.633377, -123.138145 48.638535, -123.163582 48.649189)), ((-123.203309 48.595549, -123.179657 48.622047, -123.105301 48.622643, -123.100493 48.599018, -123.011307 48.559586, -122.995201 48.535476, -122.969769 48.536106, -122.982366 48.51454, -123.016354 48.518634, -123.020632 48.500998, -123.005896 48.470909, -122.963827 48.467127, -122.960975 48.451207, -123.036888 48.457867, -123.13298 48.498309, -123.163208 48.530055, -123.171084 48.57575, -123.203309 48.595549)), ((-123.236061 48.684988, -123.183205 48.684297, -123.127487 48.65675, -123.182823 48.657436, -123.236061 48.684988)))",926.0,5.206342066794107,86.99
"Rogers County, OK","POLYGON ((-95.8154 36.16263, -95.812256 36.394575, -95.79425 36.394505, -95.79437 36.42358, -95.812342 36.42358, -95.812336 36.59754, -95.32837 36.59763, -95.32817 36.51024, -95.43561 36.51016, -95.43997 36.075268, -95.571525 36.075282, -95.579903 36.082991, -95.552587 36.091486, -95.567844 36.129378, -95.604696 36.13346, -95.61852 36.162512, -95.8154 36.16263))",4954.0,5.201814439917678,86.96
"Camden County, MO","POLYGON ((-93.082164 38.186503, -93.077692 38.263092, -93.061136 38.271616, -92.984195 38.219728, -93.02 38.204797, -93.0062 38.186002, -92.956898 38.229508, -92.931993 38.216229, -92.962994 38.197229, -92.764539 38.189619, -92.736675 38.220733, -92.640085 38.213032, -92.641314 38.171631, -92.604684 38.170733, -92.596761 38.110754, -92.569682 38.095934, -92.570281 38.066635, -92.533554 38.051808, -92.515979 38.022336, -92.406275 38.021179, -92.409231 37.85918, -92.452953 37.824083, -92.501467 37.827735, -92.549074 37.800539, -92.600077 37.840338, -92.620181 37.892521, -93.072447 37.902627, -93.059073 38.185685, -93.082164 38.186503))",2223.0,5.200608258275822,86.93
"Sierra County, NM","POLYGON ((-108.000602 33.478014, -106.372797 33.479875, -106.371885 33.390615, -106.34571 33.390595, -106.340515 33.052777, -106.887891 32.822781, -106.887733 32.779273, -107.299476 32.7801, -107.299631 32.60537, -107.608485 32.605449, -107.716925 32.622555, -107.736949 32.629494, -107.716186 32.762676, -107.773689 32.855674, -107.770366 32.940942, -107.829772 32.963918, -107.856672 33.002539, -107.851489 33.056193, -107.833403 33.074039, -107.857621 33.165036, -107.83965 33.182769, -107.861173 33.187669, -107.858292 33.200879, -108.000598 33.201253, -108.000602 33.478014))",601.0,5.193121921714336,86.9
"Jones County, TX","POLYGON ((-100.146543 32.522793, -100.144224 32.959978, -99.612001 32.956962, -99.612026 32.514654, -100.146543 32.522793))",1019.0,5.184695227434618,86.86
"Radford city, VA","POLYGON ((-80.596095 37.121572, -80.553642 37.14673, -80.530709 37.132381, -80.518809 37.150913, -80.507925 37.136952, -80.580469 37.089662, -80.596095 37.121572), (-80.518893 37.132638, -80.51863 37.131523, -80.518101 37.132626, -80.518893 37.132638))",832.0,5.177671292550874,86.83
"Bartow County, GA","POLYGON ((-85.047046 34.082881, -85.044658 34.213622, -85.023813 34.213385, -85.023102 34.347112, -85.005235 34.34708, -85.005775 34.392446, -84.734118 34.396495, -84.733878 34.412968, -84.653232 34.41259, -84.659241 34.07824, -84.914443 34.075297, -85.047046 34.082881))",5631.0,5.170941348246508,86.8
"Cleburne County, AL","POLYGON ((-85.887675 33.476768, -85.852421 33.491644, -85.796054 33.55622, -85.744118 33.556075, -85.7423 33.600006, -85.724517 33.59943, -85.724953 33.613539, -85.689954 33.612909, -85.690684 33.627789, -85.65581 33.627166, -85.638579 33.648413, -85.638049 33.773339, -85.585985 33.802095, -85.585201 33.84592, -85.637126 33.846497, -85.637014 33.875944, -85.532482 33.889152, -85.530094 33.941423, -85.49582 33.942394, -85.495289 33.95691, -85.398837 33.964129, -85.304439 33.482884, -85.347744 33.501378, -85.765427 33.498593, -85.782735 33.469349, -85.887675 33.476768))",778.0,5.167031945274623,86.77
"Van Buren County, AR","POLYGON ((-92.850951 35.462959, -92.849277 35.549474, -92.813462 35.548917, -92.809745 35.722417, -92.63143 35.718381, -92.629837 35.790823, -92.416846 35.788632, -92.418409 35.716028, -92.2408 35.712124, -92.252843 35.36365, -92.481468 35.368417, -92.479672 35.455559, -92.850951 35.462959))",812.0,5.140867363089585,86.74
"Lee County, NC","POLYGON ((-79.359898 35.477543, -79.33592 35.497754, -79.348771 35.519612, -79.310982 35.531973, -79.323909 35.543839, -79.284598 35.554999, -79.290087 35.539737, -79.267621 35.532686, -79.244565 35.569323, -79.22048 35.567442, -79.223921 35.550773, -79.199886 35.558558, -79.201233 35.576234, -79.119236 35.628287, -79.068679 35.608942, -79.024001 35.548377, -78.96964 35.521669, -79.183556 35.307161, -79.27332 35.352286, -79.289561 35.400439, -79.330242 35.424554, -79.359898 35.477543))",3247.0,5.131163084702908,86.7
"Clarke County, VA","POLYGON ((-78.151696 39.036666, -78.101983 39.106261, -78.074575 39.204631, -78.0331853088999 39.2646209889705, -77.8283018332673 39.1324224548325, -77.862825 39.080979, -78.004313 38.979438, -78.055971 39.01958, -78.096992 39.012923, -78.151696 39.036666))",757.0,5.119361601406641,86.67
"Putnam County, TN","POLYGON ((-85.809168 36.206598, -85.782939 36.211426, -85.777624 36.249079, -85.743009 36.22833, -85.634158 36.213346, -85.583494 36.230667, -85.557527 36.223177, -85.526197 36.239626, -85.533915 36.258743, -85.512571 36.256879, -85.494 36.279817, -85.497605 36.30203, -85.466481 36.304961, -85.453405 36.284957, -85.466011 36.279383, -85.419432 36.236145, -85.326706 36.217867, -85.326746 36.2009, -85.260308 36.185817, -85.204156 36.152489, -85.100213 36.138561, -85.131575 36.130259, -85.15275 36.099544, -85.246362 36.100698, -85.257012 35.978492, -85.311302 35.992997, -85.309363 36.031592, -85.507677 36.082012, -85.560459 36.073471, -85.582834 36.060418, -85.584076 36.037034, -85.611138 36.04605, -85.651048 36.012328, -85.688333 36.069524, -85.775976 36.078328, -85.769835 36.094981, -85.807415 36.131582, -85.803631 36.170344, -85.783956 36.173086, -85.803052 36.174731, -85.795517 36.191738, -85.809168 36.206598))",4082.0,5.111893103577824,86.64
