Student_ID,Fall,Winter,Spring,Unweighted_Avg,Fall_Weight_Val,Winter_Weight_Val,Spring_Weight_Val,Total_Weight,Weighted_Avg
40946,25.0,,60.0,42.5,0.2,0.0,0.5,0.7,50.0
40947,36.0,33.0,49.0,39.333333333333336,0.2,0.3,0.5,1.0,38.3
40948,37.0,,53.0,45.0,0.2,0.0,0.5,0.7,48.42857142857143
40949,55.0,,49.0,52.0,0.2,0.0,0.5,0.7,50.714285714285715
40950,45.0,37.0,65.0,49.0,0.2,0.3,0.5,1.0,48.9
40951,38.0,38.0,70.0,48.666666666666664,0.2,0.3,0.5,1.0,50.2
40952,59.0,48.0,53.0,53.333333333333336,0.2,0.3,0.5,1.0,47.900000000000006
40953,49.0,46.0,51.0,48.666666666666664,0.2,0.3,0.5,1.0,44.5
40954,56.0,54.0,43.0,51.0,0.2,0.3,0.5,1.0,43.5
40955,47.0,45.0,58.0,50.0,0.2,0.3,0.5,1.0,47.4
40956,42.0,41.0,57.0,46.666666666666664,0.2,0.3,0.5,1.0,45.1
40957,49.0,48.0,53.0,50.0,0.2,0.3,0.5,1.0,45.900000000000006
40958,38.0,36.0,56.0,43.333333333333336,0.2,0.3,0.5,1.0,42.8
40959,51.0,38.0,58.0,49.0,0.2,0.3,0.5,1.0,46.8
40960,51.0,52.0,50.0,51.0,0.2,0.3,0.5,1.0,45.6
40961,48.0,51.0,66.0,55.0,0.2,0.3,0.5,1.0,52.800000000000004
40962,55.0,43.0,55.0,51.0,0.2,0.3,0.5,1.0,47.1
40963,61.0,47.0,72.0,60.0,0.2,0.3,0.5,1.0,57.6
40964,63.0,63.0,60.0,62.0,0.2,0.3,0.5,1.0,55.2
40965,64.0,66.0,68.0,66.0,0.2,0.3,0.5,1.0,60.0
40966,36.0,39.0,58.0,44.333333333333336,0.2,0.3,0.5,1.0,44.0
40967,64.0,,56.0,60.0,0.2,0.0,0.5,0.7,58.285714285714285
40968,41.0,34.0,51.0,42.0,0.2,0.3,0.5,1.0,40.5
40969,55.0,50.0,27.0,44.0,0.2,0.3,0.5,1.0,34.5
40970,45.0,39.0,42.0,42.0,0.2,0.3,0.5,1.0,37.8
40971,48.0,38.0,56.0,47.333333333333336,0.2,0.3,0.5,1.0,45.2
40972,44.0,,62.0,53.0,0.2,0.0,0.5,0.7,56.857142857142854
40973,43.0,,63.0,53.0,0.2,0.0,0.5,0.7,57.28571428571429
40974,45.0,38.0,57.0,46.666666666666664,0.2,0.3,0.5,1.0,45.1
40975,42.0,30.0,61.0,44.333333333333336,0.2,0.3,0.5,1.0,44.9
40976,69.0,66.0,65.0,66.66666666666667,0.2,0.3,0.5,1.0,59.5
40977,48.0,45.0,52.0,48.333333333333336,0.2,0.3,0.5,1.0,44.6
40978,47.0,40.0,60.0,49.0,0.2,0.3,0.5,1.0,47.4
40979,44.0,,43.0,43.5,0.2,0.0,0.5,0.7,43.28571428571429
40980,42.0,42.0,63.0,49.0,0.2,0.3,0.5,1.0,48.3
40981,56.0,,71.0,63.5,0.2,0.0,0.5,0.7,66.71428571428572
40982,48.0,,51.0,49.5,0.2,0.0,0.5,0.7,50.142857142857146
40983,43.0,32.0,62.0,45.666666666666664,0.2,0.3,0.5,1.0,46.0
40984,59.0,,48.0,53.5,0.2,0.0,0.5,0.7,51.14285714285714
40985,33.0,,68.0,50.5,0.2,0.0,0.5,0.7,58.00000000000001
40986,46.0,,17.0,31.5,0.2,0.0,0.5,0.7,25.285714285714292
40987,40.0,27.0,54.0,40.333333333333336,0.2,0.3,0.5,1.0,40.4
40988,50.0,43.0,54.0,49.0,0.2,0.3,0.5,1.0,45.6
40989,44.0,31.0,29.0,34.666666666666664,0.2,0.3,0.5,1.0,29.5
40990,45.0,,44.0,44.5,0.2,0.0,0.5,0.7,44.28571428571429
40991,40.0,27.0,45.0,37.333333333333336,0.2,0.3,0.5,1.0,35.9
40992,30.0,31.0,51.0,37.333333333333336,0.2,0.3,0.5,1.0,37.7
40993,51.0,,37.0,44.0,0.2,0.0,0.5,0.7,41.00000000000001
40994,41.0,36.0,58.0,45.0,0.2,0.3,0.5,1.0,44.400000000000006
40995,43.0,42.0,49.0,44.666666666666664,0.2,0.3,0.5,1.0,41.5
40996,47.0,,48.0,47.5,0.2,0.0,0.5,0.7,47.714285714285715
40997,54.0,50.0,52.0,52.0,0.2,0.3,0.5,1.0,46.8
40998,55.0,44.0,44.0,47.666666666666664,0.2,0.3,0.5,1.0,41.8
40999,50.0,44.0,66.0,53.333333333333336,0.2,0.3,0.5,1.0,51.8
41000,43.0,30.0,47.0,40.0,0.2,0.3,0.5,1.0,38.1
41001,66.0,58.0,59.0,61.0,0.2,0.3,0.5,1.0,54.300000000000004
41002,45.0,38.0,42.0,41.666666666666664,0.2,0.3,0.5,1.0,37.6
41003,68.0,,60.0,64.0,0.2,0.0,0.5,0.7,62.28571428571429
41004,54.0,43.0,62.0,53.0,0.2,0.3,0.5,1.0,50.4
41005,50.0,,60.0,55.0,0.2,0.0,0.5,0.7,57.142857142857146
41006,32.0,24.0,54.0,36.666666666666664,0.2,0.3,0.5,1.0,38.2
41007,50.0,53.0,63.0,55.333333333333336,0.2,0.3,0.5,1.0,52.1
41008,34.0,27.0,30.0,30.333333333333332,0.2,0.3,0.5,1.0,27.200000000000003
41009,43.0,,60.0,51.5,0.2,0.0,0.5,0.7,55.142857142857146
41010,23.0,,63.0,43.0,0.2,0.0,0.5,0.7,51.57142857142858
41011,57.0,47.0,41.0,48.333333333333336,0.2,0.3,0.5,1.0,41.3
41012,47.0,39.0,40.0,42.0,0.2,0.3,0.5,1.0,37.2
41013,48.0,,48.0,48.0,0.2,0.0,0.5,0.7,48.00000000000001
41014,35.0,,53.0,44.0,0.2,0.0,0.5,0.7,47.85714285714286
41015,34.0,36.0,65.0,45.0,0.2,0.3,0.5,1.0,46.5
41016,52.0,45.0,41.0,46.0,0.2,0.3,0.5,1.0,39.9
41017,50.0,46.0,51.0,49.0,0.2,0.3,0.5,1.0,44.7
41018,70.0,56.0,41.0,55.666666666666664,0.2,0.3,0.5,1.0,45.7
41019,60.0,,29.0,44.5,0.2,0.0,0.5,0.7,37.85714285714286
41020,44.0,,53.0,48.5,0.2,0.0,0.5,0.7,50.42857142857143
41021,46.0,,59.0,52.5,0.2,0.0,0.5,0.7,55.28571428571429
41022,51.0,,64.0,57.5,0.2,0.0,0.5,0.7,60.28571428571429
41023,32.0,23.0,48.0,34.333333333333336,0.2,0.3,0.5,1.0,35.0
41024,46.0,40.0,45.0,43.666666666666664,0.2,0.3,0.5,1.0,39.7
41025,52.0,46.0,50.0,49.333333333333336,0.2,0.3,0.5,1.0,44.6
41026,47.0,38.0,34.0,39.666666666666664,0.2,0.3,0.5,1.0,34.0
41027,39.0,34.0,44.0,39.0,0.2,0.3,0.5,1.0,36.6
41028,62.0,,46.0,54.0,0.2,0.0,0.5,0.7,50.57142857142857
41029,63.0,,64.0,63.5,0.2,0.0,0.5,0.7,63.71428571428572
41030,47.0,47.0,49.0,47.666666666666664,0.2,0.3,0.5,1.0,43.3
41031,60.0,47.0,53.0,53.333333333333336,0.2,0.3,0.5,1.0,47.9
41032,33.0,,58.0,45.5,0.2,0.0,0.5,0.7,50.85714285714286
41033,33.0,,66.0,49.5,0.2,0.0,0.5,0.7,56.57142857142858
41034,38.0,40.0,58.0,45.333333333333336,0.2,0.3,0.5,1.0,44.6
41035,50.0,43.0,44.0,45.666666666666664,0.2,0.3,0.5,1.0,40.6
41036,36.0,29.0,32.0,32.333333333333336,0.2,0.3,0.5,1.0,29.0
41037,41.0,33.0,44.0,39.333333333333336,0.2,0.3,0.5,1.0,36.8
41038,57.0,48.0,50.0,51.666666666666664,0.2,0.3,0.5,1.0,46.0
41039,43.0,32.0,51.0,42.0,0.2,0.3,0.5,1.0,40.5
41040,64.0,64.0,61.0,63.0,0.2,0.3,0.5,1.0,56.1
41041,58.0,59.0,65.0,60.666666666666664,0.2,0.3,0.5,1.0,55.900000000000006
41042,52.0,,69.0,60.5,0.2,0.0,0.5,0.7,64.14285714285714
41043,41.0,,29.0,35.0,0.2,0.0,0.5,0.7,32.42857142857144
41044,45.0,41.0,54.0,46.666666666666664,0.2,0.3,0.5,1.0,44.2
41045,30.0,28.0,64.0,40.666666666666664,0.2,0.3,0.5,1.0,43.6
41046,45.0,,57.0,51.0,0.2,0.0,0.5,0.7,53.57142857142858
41047,42.0,,67.0,54.5,0.2,0.0,0.5,0.7,59.85714285714286
41048,51.0,51.0,65.0,55.666666666666664,0.2,0.3,0.5,1.0,52.900000000000006
41049,43.0,,61.0,52.0,0.2,0.0,0.5,0.7,55.85714285714286
41050,36.0,33.0,46.0,38.333333333333336,0.2,0.3,0.5,1.0,36.8
41051,45.0,32.0,42.0,39.666666666666664,0.2,0.3,0.5,1.0,36.4
41052,48.0,38.0,53.0,46.333333333333336,0.2,0.3,0.5,1.0,43.7
41053,43.0,31.0,58.0,44.0,0.2,0.3,0.5,1.0,43.8
41054,58.0,,49.0,53.5,0.2,0.0,0.5,0.7,51.57142857142858
41055,45.0,,59.0,52.0,0.2,0.0,0.5,0.7,55.0
41056,67.0,62.0,64.0,64.33333333333333,0.2,0.3,0.5,1.0,57.8
41057,51.0,47.0,66.0,54.666666666666664,0.2,0.3,0.5,1.0,52.6
41058,44.0,36.0,40.0,40.0,0.2,0.3,0.5,1.0,36.0
41059,40.0,34.0,63.0,45.666666666666664,0.2,0.3,0.5,1.0,46.3
41060,51.0,,58.0,54.5,0.2,0.0,0.5,0.7,56.00000000000001
41061,38.0,37.0,61.0,45.333333333333336,0.2,0.3,0.5,1.0,45.5
41062,39.0,40.0,52.0,43.666666666666664,0.2,0.3,0.5,1.0,41.8
41063,47.0,33.0,29.0,36.333333333333336,0.2,0.3,0.5,1.0,30.5
41064,57.0,,66.0,61.5,0.2,0.0,0.5,0.7,63.42857142857143
41065,62.0,55.0,41.0,52.666666666666664,0.2,0.3,0.5,1.0,43.9
41066,52.0,39.0,80.0,57.0,0.2,0.3,0.5,1.0,58.2
41067,48.0,,48.0,48.0,0.2,0.0,0.5,0.7,48.00000000000001
41068,68.0,68.0,47.0,61.0,0.2,0.3,0.5,1.0,50.7
41069,36.0,,71.0,53.5,0.2,0.0,0.5,0.7,61.00000000000001
41070,49.0,37.0,48.0,44.666666666666664,0.2,0.3,0.5,1.0,41.2
41071,48.0,50.0,71.0,56.333333333333336,0.2,0.3,0.5,1.0,55.1
41072,47.0,34.0,41.0,40.666666666666664,0.2,0.3,0.5,1.0,36.7
41073,27.0,15.0,57.0,33.0,0.2,0.3,0.5,1.0,36.9
41074,51.0,46.0,41.0,46.0,0.2,0.3,0.5,1.0,39.900000000000006
41075,32.0,23.0,39.0,31.333333333333332,0.2,0.3,0.5,1.0,30.5
41076,54.0,,47.0,50.5,0.2,0.0,0.5,0.7,49.0
41077,64.0,,60.0,62.0,0.2,0.0,0.5,0.7,61.142857142857146
41078,44.0,45.0,50.0,46.333333333333336,0.2,0.3,0.5,1.0,42.8
41079,52.0,56.0,60.0,56.0,0.2,0.3,0.5,1.0,51.6
41080,51.0,,59.0,55.0,0.2,0.0,0.5,0.7,56.71428571428572
41081,55.0,58.0,60.0,57.666666666666664,0.2,0.3,0.5,1.0,52.6
41082,55.0,,50.0,52.5,0.2,0.0,0.5,0.7,51.42857142857143
41083,56.0,52.0,60.0,56.0,0.2,0.3,0.5,1.0,51.6
41084,38.0,,49.0,43.5,0.2,0.0,0.5,0.7,45.85714285714286
41085,50.0,43.0,72.0,55.0,0.2,0.3,0.5,1.0,54.6
41086,58.0,,64.0,61.0,0.2,0.0,0.5,0.7,62.28571428571429
41087,58.0,,57.0,57.5,0.2,0.0,0.5,0.7,57.28571428571429
41088,40.0,31.0,54.0,41.666666666666664,0.2,0.3,0.5,1.0,41.2
41089,38.0,,62.0,50.0,0.2,0.0,0.5,0.7,55.142857142857146
41090,61.0,55.0,41.0,52.333333333333336,0.2,0.3,0.5,1.0,43.7
41091,47.0,34.0,39.0,40.0,0.2,0.3,0.5,1.0,35.7
41092,63.0,57.0,59.0,59.666666666666664,0.2,0.3,0.5,1.0,53.5
41093,50.0,44.0,76.0,56.666666666666664,0.2,0.3,0.5,1.0,56.8
41094,40.0,40.0,58.0,46.0,0.2,0.3,0.5,1.0,45.0
41095,59.0,45.0,66.0,56.666666666666664,0.2,0.3,0.5,1.0,53.8
41096,45.0,,45.0,45.0,0.2,0.0,0.5,0.7,45.0
41097,34.0,32.0,42.0,36.0,0.2,0.3,0.5,1.0,34.2
41098,57.0,,43.0,50.0,0.2,0.0,0.5,0.7,47.0
41099,46.0,38.0,47.0,43.666666666666664,0.2,0.3,0.5,1.0,40.3
41100,50.0,,44.0,47.0,0.2,0.0,0.5,0.7,45.714285714285715
41101,49.0,47.0,45.0,47.0,0.2,0.3,0.5,1.0,41.7
41102,34.0,22.0,46.0,34.0,0.2,0.3,0.5,1.0,34.2
41103,44.0,,42.0,43.0,0.2,0.0,0.5,0.7,42.57142857142858
41104,34.0,21.0,56.0,37.0,0.2,0.3,0.5,1.0,39.0
41105,39.0,42.0,42.0,41.0,0.2,0.3,0.5,1.0,37.2
41106,54.0,,63.0,58.5,0.2,0.0,0.5,0.7,60.42857142857143
41107,45.0,46.0,61.0,50.666666666666664,0.2,0.3,0.5,1.0,48.7
41108,25.0,,46.0,35.5,0.2,0.0,0.5,0.7,40.0
41109,62.0,52.0,46.0,53.333333333333336,0.2,0.3,0.5,1.0,45.8
41110,56.0,46.0,71.0,57.666666666666664,0.2,0.3,0.5,1.0,55.900000000000006
41111,67.0,66.0,57.0,63.333333333333336,0.2,0.3,0.5,1.0,55.1
41112,42.0,,63.0,52.5,0.2,0.0,0.5,0.7,57.0
41113,46.0,,52.0,49.0,0.2,0.0,0.5,0.7,50.28571428571429
41114,56.0,49.0,53.0,52.666666666666664,0.2,0.3,0.5,1.0,47.5
41115,64.0,63.0,47.0,58.0,0.2,0.3,0.5,1.0,48.900000000000006
41116,37.0,33.0,50.0,40.0,0.2,0.3,0.5,1.0,39.0
41117,24.0,25.0,80.0,43.0,0.2,0.3,0.5,1.0,49.8
41118,77.0,74.0,47.0,66.0,0.2,0.3,0.5,1.0,53.7
41119,29.0,24.0,65.0,39.333333333333336,0.2,0.3,0.5,1.0,43.1
41120,49.0,52.0,55.0,52.0,0.2,0.3,0.5,1.0,47.7
41121,41.0,,57.0,49.0,0.2,0.0,0.5,0.7,52.42857142857144
41122,59.0,61.0,31.0,50.333333333333336,0.2,0.3,0.5,1.0,39.5
41123,52.0,,75.0,63.5,0.2,0.0,0.5,0.7,68.42857142857143
41124,57.0,45.0,65.0,55.666666666666664,0.2,0.3,0.5,1.0,52.9
41125,65.0,51.0,58.0,58.0,0.2,0.3,0.5,1.0,52.2
41126,47.0,45.0,61.0,51.0,0.2,0.3,0.5,1.0,48.9
41127,45.0,39.0,71.0,51.666666666666664,0.2,0.3,0.5,1.0,52.3
41128,41.0,39.0,37.0,39.0,0.2,0.3,0.5,1.0,34.5
41129,44.0,,51.0,47.5,0.2,0.0,0.5,0.7,49.0
41130,60.0,59.0,50.0,56.333333333333336,0.2,0.3,0.5,1.0,48.8
41131,58.0,47.0,62.0,55.666666666666664,0.2,0.3,0.5,1.0,52.0
41132,43.0,37.0,47.0,42.333333333333336,0.2,0.3,0.5,1.0,39.5
41133,39.0,38.0,68.0,48.333333333333336,0.2,0.3,0.5,1.0,49.400000000000006
41134,57.0,58.0,48.0,54.333333333333336,0.2,0.3,0.5,1.0,47.0
41135,49.0,37.0,49.0,45.0,0.2,0.3,0.5,1.0,41.7
41136,57.0,,56.0,56.5,0.2,0.0,0.5,0.7,56.285714285714285
41137,55.0,51.0,54.0,53.333333333333336,0.2,0.3,0.5,1.0,48.2
41138,44.0,32.0,59.0,45.0,0.2,0.3,0.5,1.0,44.7
41139,44.0,,61.0,52.5,0.2,0.0,0.5,0.7,56.142857142857146
41140,29.0,19.0,56.0,34.666666666666664,0.2,0.3,0.5,1.0,37.6
41141,42.0,28.0,63.0,44.333333333333336,0.2,0.3,0.5,1.0,45.5
41142,48.0,,71.0,59.5,0.2,0.0,0.5,0.7,64.42857142857143
41143,46.0,,55.0,50.5,0.2,0.0,0.5,0.7,52.42857142857144
41144,52.0,54.0,41.0,49.0,0.2,0.3,0.5,1.0,41.7
41145,51.0,39.0,60.0,50.0,0.2,0.3,0.5,1.0,48.0
41146,50.0,52.0,51.0,51.0,0.2,0.3,0.5,1.0,45.9
41147,67.0,,54.0,60.5,0.2,0.0,0.5,0.7,57.714285714285715
41148,40.0,,78.0,59.0,0.2,0.0,0.5,0.7,67.14285714285715
41149,51.0,48.0,62.0,53.666666666666664,0.2,0.3,0.5,1.0,50.800000000000004
41150,53.0,45.0,58.0,52.0,0.2,0.3,0.5,1.0,48.6
41151,49.0,45.0,58.0,50.666666666666664,0.2,0.3,0.5,1.0,47.8
41152,27.0,22.0,64.0,37.666666666666664,0.2,0.3,0.5,1.0,41.8
41153,62.0,58.0,41.0,53.666666666666664,0.2,0.3,0.5,1.0,44.5
41154,58.0,59.0,43.0,53.333333333333336,0.2,0.3,0.5,1.0,44.900000000000006
41155,50.0,49.0,29.0,42.666666666666664,0.2,0.3,0.5,1.0,34.3
41156,54.0,,41.0,47.5,0.2,0.0,0.5,0.7,44.714285714285715
41157,51.0,46.0,45.0,47.333333333333336,0.2,0.3,0.5,1.0,41.900000000000006
41158,57.0,43.0,47.0,49.0,0.2,0.3,0.5,1.0,43.5
41159,47.0,,67.0,57.0,0.2,0.0,0.5,0.7,61.285714285714285
41160,57.0,43.0,52.0,50.666666666666664,0.2,0.3,0.5,1.0,46.0
41161,48.0,,50.0,49.0,0.2,0.0,0.5,0.7,49.42857142857143
41162,75.0,,51.0,63.0,0.2,0.0,0.5,0.7,57.85714285714286
41163,53.0,55.0,59.0,55.666666666666664,0.2,0.3,0.5,1.0,51.1
41164,53.0,43.0,42.0,46.0,0.2,0.3,0.5,1.0,40.2
41165,51.0,53.0,69.0,57.666666666666664,0.2,0.3,0.5,1.0,55.300000000000004
41166,56.0,45.0,48.0,49.666666666666664,0.2,0.3,0.5,1.0,44.2
41167,57.0,60.0,32.0,49.666666666666664,0.2,0.3,0.5,1.0,39.4
41168,38.0,29.0,67.0,44.666666666666664,0.2,0.3,0.5,1.0,46.900000000000006
41169,48.0,39.0,61.0,49.333333333333336,0.2,0.3,0.5,1.0,47.900000000000006
41170,67.0,,47.0,57.0,0.2,0.0,0.5,0.7,52.714285714285715
41171,45.0,39.0,39.0,41.0,0.2,0.3,0.5,1.0,36.3
41172,30.0,31.0,62.0,41.0,0.2,0.3,0.5,1.0,43.2
41173,42.0,41.0,62.0,48.333333333333336,0.2,0.3,0.5,1.0,47.6
41174,53.0,,57.0,55.0,0.2,0.0,0.5,0.7,55.85714285714286
41175,62.0,63.0,50.0,58.333333333333336,0.2,0.3,0.5,1.0,50.0
41176,55.0,56.0,31.0,47.333333333333336,0.2,0.3,0.5,1.0,37.7
41177,49.0,36.0,46.0,43.666666666666664,0.2,0.3,0.5,1.0,40.0
41178,59.0,54.0,55.0,56.0,0.2,0.3,0.5,1.0,50.1
41179,36.0,26.0,41.0,34.333333333333336,0.2,0.3,0.5,1.0,32.9
41180,57.0,,53.0,55.0,0.2,0.0,0.5,0.7,54.142857142857146
41181,52.0,,79.0,65.5,0.2,0.0,0.5,0.7,71.28571428571429
41182,37.0,,58.0,47.5,0.2,0.0,0.5,0.7,52.0
41183,56.0,45.0,44.0,48.333333333333336,0.2,0.3,0.5,1.0,42.2
41184,41.0,31.0,66.0,46.0,0.2,0.3,0.5,1.0,47.400000000000006
41185,50.0,37.0,64.0,50.333333333333336,0.2,0.3,0.5,1.0,49.4
41186,51.0,43.0,49.0,47.666666666666664,0.2,0.3,0.5,1.0,43.3
41187,37.0,32.0,80.0,49.666666666666664,0.2,0.3,0.5,1.0,53.8
41188,50.0,37.0,56.0,47.666666666666664,0.2,0.3,0.5,1.0,45.4
41189,55.0,,34.0,44.5,0.2,0.0,0.5,0.7,40.0
41190,57.0,56.0,48.0,53.666666666666664,0.2,0.3,0.5,1.0,46.6
41191,36.0,22.0,49.0,35.666666666666664,0.2,0.3,0.5,1.0,36.1
41192,59.0,61.0,69.0,63.0,0.2,0.3,0.5,1.0,58.5
41193,48.0,48.0,60.0,52.0,0.2,0.3,0.5,1.0,49.2
41194,56.0,55.0,54.0,55.0,0.2,0.3,0.5,1.0,49.2
41195,48.0,39.0,62.0,49.666666666666664,0.2,0.3,0.5,1.0,48.400000000000006
41196,45.0,,67.0,56.0,0.2,0.0,0.5,0.7,60.714285714285715
41197,45.0,31.0,51.0,42.333333333333336,0.2,0.3,0.5,1.0,40.7
41198,43.0,38.0,61.0,47.333333333333336,0.2,0.3,0.5,1.0,46.7
41199,49.0,55.0,35.0,46.333333333333336,0.2,0.3,0.5,1.0,38.3
41200,33.0,24.0,34.0,30.333333333333332,0.2,0.3,0.5,1.0,28.400000000000002
41201,52.0,41.0,61.0,51.333333333333336,0.2,0.3,0.5,1.0,49.1
41202,55.0,49.0,41.0,48.333333333333336,0.2,0.3,0.5,1.0,41.3
41203,47.0,38.0,59.0,48.0,0.2,0.3,0.5,1.0,46.5
41204,43.0,,42.0,42.5,0.2,0.0,0.5,0.7,42.28571428571429
41205,59.0,58.0,68.0,61.666666666666664,0.2,0.3,0.5,1.0,57.400000000000006
41206,43.0,42.0,58.0,47.666666666666664,0.2,0.3,0.5,1.0,46.0
41207,59.0,54.0,59.0,57.333333333333336,0.2,0.3,0.5,1.0,52.1
41208,51.0,49.0,60.0,53.333333333333336,0.2,0.3,0.5,1.0,50.0
41209,44.0,37.0,53.0,44.666666666666664,0.2,0.3,0.5,1.0,42.7
41210,55.0,,64.0,59.5,0.2,0.0,0.5,0.7,61.42857142857143
41211,39.0,41.0,45.0,41.666666666666664,0.2,0.3,0.5,1.0,38.5
41212,57.0,60.0,52.0,56.333333333333336,0.2,0.3,0.5,1.0,49.4
41213,51.0,41.0,58.0,50.0,0.2,0.3,0.5,1.0,47.400000000000006
41214,53.0,,39.0,46.0,0.2,0.0,0.5,0.7,43.00000000000001
41215,43.0,,64.0,53.5,0.2,0.0,0.5,0.7,58.00000000000001
41216,45.0,45.0,59.0,49.666666666666664,0.2,0.3,0.5,1.0,47.5
41217,48.0,45.0,39.0,44.0,0.2,0.3,0.5,1.0,38.1
41218,29.0,16.0,47.0,30.666666666666668,0.2,0.3,0.5,1.0,32.5
41219,55.0,,66.0,60.5,0.2,0.0,0.5,0.7,62.85714285714286
41220,58.0,46.0,49.0,51.0,0.2,0.3,0.5,1.0,45.300000000000004
41221,50.0,,56.0,53.0,0.2,0.0,0.5,0.7,54.28571428571429
41222,42.0,,63.0,52.5,0.2,0.0,0.5,0.7,57.0
41223,37.0,32.0,61.0,43.333333333333336,0.2,0.3,0.5,1.0,44.3
41224,59.0,45.0,52.0,52.0,0.2,0.3,0.5,1.0,46.8
41225,42.0,,65.0,53.5,0.2,0.0,0.5,0.7,58.42857142857143
41226,56.0,,64.0,60.0,0.2,0.0,0.5,0.7,61.71428571428572
41227,48.0,46.0,37.0,43.666666666666664,0.2,0.3,0.5,1.0,37.300000000000004
41228,36.0,29.0,53.0,39.333333333333336,0.2,0.3,0.5,1.0,39.5
41229,59.0,,39.0,49.0,0.2,0.0,0.5,0.7,44.714285714285715
41230,53.0,56.0,78.0,62.333333333333336,0.2,0.3,0.5,1.0,60.800000000000004
41231,44.0,47.0,53.0,48.0,0.2,0.3,0.5,1.0,44.7
41232,47.0,,24.0,35.5,0.2,0.0,0.5,0.7,30.571428571428573
41233,45.0,47.0,56.0,49.333333333333336,0.2,0.3,0.5,1.0,46.4
41234,54.0,55.0,69.0,59.333333333333336,0.2,0.3,0.5,1.0,56.3
41235,47.0,,47.0,47.0,0.2,0.0,0.5,0.7,47.0
41236,46.0,47.0,42.0,45.0,0.2,0.3,0.5,1.0,39.6
41237,56.0,53.0,57.0,55.333333333333336,0.2,0.3,0.5,1.0,50.300000000000004
41238,59.0,60.0,82.0,67.0,0.2,0.3,0.5,1.0,64.8
41239,46.0,,47.0,46.5,0.2,0.0,0.5,0.7,46.71428571428572
41240,51.0,39.0,64.0,51.333333333333336,0.2,0.3,0.5,1.0,50.0
41241,33.0,,45.0,39.0,0.2,0.0,0.5,0.7,41.57142857142858
41242,54.0,53.0,62.0,56.333333333333336,0.2,0.3,0.5,1.0,52.400000000000006
41243,24.0,10.0,60.0,31.333333333333332,0.2,0.3,0.5,1.0,36.8
41244,36.0,,50.0,43.0,0.2,0.0,0.5,0.7,46.00000000000001
41245,53.0,,56.0,54.5,0.2,0.0,0.5,0.7,55.142857142857146
41246,42.0,28.0,60.0,43.333333333333336,0.2,0.3,0.5,1.0,44.0
41247,47.0,,42.0,44.5,0.2,0.0,0.5,0.7,43.42857142857143
41248,37.0,39.0,63.0,46.333333333333336,0.2,0.3,0.5,1.0,46.7
41249,49.0,,52.0,50.5,0.2,0.0,0.5,0.7,51.14285714285714
41250,42.0,34.0,48.0,41.333333333333336,0.2,0.3,0.5,1.0,39.2
41251,71.0,75.0,65.0,70.33333333333333,0.2,0.3,0.5,1.0,61.7
41252,68.0,62.0,60.0,63.333333333333336,0.2,0.3,0.5,1.0,56.0
41253,45.0,33.0,81.0,53.0,0.2,0.3,0.5,1.0,56.1
41254,62.0,,63.0,62.5,0.2,0.0,0.5,0.7,62.714285714285715
41255,41.0,39.0,49.0,43.0,0.2,0.3,0.5,1.0,40.5
41256,59.0,47.0,49.0,51.666666666666664,0.2,0.3,0.5,1.0,45.7
41257,47.0,,68.0,57.5,0.2,0.0,0.5,0.7,62.0
41258,75.0,70.0,42.0,62.333333333333336,0.2,0.3,0.5,1.0,50.0
41259,44.0,,34.0,39.0,0.2,0.0,0.5,0.7,36.85714285714286
41260,46.0,46.0,54.0,48.666666666666664,0.2,0.3,0.5,1.0,45.400000000000006
41261,61.0,56.0,30.0,49.0,0.2,0.3,0.5,1.0,38.400000000000006
41262,41.0,32.0,46.0,39.666666666666664,0.2,0.3,0.5,1.0,37.6
41263,49.0,49.0,47.0,48.333333333333336,0.2,0.3,0.5,1.0,43.1
41264,44.0,,49.0,46.5,0.2,0.0,0.5,0.7,47.57142857142857
41265,29.0,19.0,43.0,30.333333333333332,0.2,0.3,0.5,1.0,31.1
41266,64.0,55.0,52.0,57.0,0.2,0.3,0.5,1.0,49.8
41267,21.0,8.0,62.0,30.333333333333332,0.2,0.3,0.5,1.0,36.8
41268,48.0,48.0,69.0,55.0,0.2,0.3,0.5,1.0,53.7
41269,51.0,41.0,52.0,48.0,0.2,0.3,0.5,1.0,44.400000000000006
41270,48.0,40.0,62.0,50.0,0.2,0.3,0.5,1.0,48.6
41271,48.0,40.0,64.0,50.666666666666664,0.2,0.3,0.5,1.0,49.6
41272,56.0,58.0,52.0,55.333333333333336,0.2,0.3,0.5,1.0,48.800000000000004
41273,33.0,,62.0,47.5,0.2,0.0,0.5,0.7,53.71428571428572
41274,73.0,,58.0,65.5,0.2,0.0,0.5,0.7,62.28571428571429
41275,58.0,45.0,56.0,53.0,0.2,0.3,0.5,1.0,48.6
41276,65.0,,64.0,64.5,0.2,0.0,0.5,0.7,64.28571428571429
41277,50.0,57.0,70.0,59.0,0.2,0.3,0.5,1.0,56.4
41278,29.0,17.0,51.0,32.333333333333336,0.2,0.3,0.5,1.0,34.7
41279,46.0,39.0,38.0,41.0,0.2,0.3,0.5,1.0,36.0
41280,48.0,51.0,25.0,41.333333333333336,0.2,0.3,0.5,1.0,32.300000000000004
41281,42.0,,49.0,45.5,0.2,0.0,0.5,0.7,47.0
41282,52.0,,47.0,49.5,0.2,0.0,0.5,0.7,48.42857142857143
